run_index,scenario,seed,simulated_ebitda,simulated_contract_revenue,retained_pct_of_base_contract
453,downside,42,649516.607262,1429881.854858,0.446838
454,downside,42,919122.020651,2791525.356824,0.872352
455,downside,42,658862.576699,1477083.720701,0.461589
456,downside,42,662424.112200,1495071.273738,0.467210
457,downside,42,681642.169697,1592132.170189,0.497541
458,downside,42,782965.381317,2103865.562209,0.657458
459,downside,42,748728.041883,1930949.706481,0.603422
460,downside,42,772617.362121,2051602.838997,0.641126
461,downside,42,918488.919662,2788327.877078,0.871352
462,downside,42,890153.787464,2645221.148806,0.826632
463,downside,42,518802.986421,769712.052631,0.240535
464,downside,42,768323.927479,2029918.825653,0.634350
465,downside,42,631869.335009,1340754.217215,0.418986
466,downside,42,860026.200893,2493061.620674,0.779082
467,downside,42,886448.382198,2626506.980797,0.820783
468,downside,42,645660.788524,1410408.022850,0.440753
469,downside,42,842295.223142,2403511.227988,0.751097
470,downside,42,701814.392557,1694012.083622,0.529379
471,downside,42,690276.016461,1635737.456875,0.511168
472,downside,42,775252.311727,2064910.665289,0.645285
473,downside,42,718903.015854,1780318.261887,0.556349
474,downside,42,884508.368326,2616708.930942,0.817722
475,downside,42,813722.541409,2259204.754589,0.706001
476,downside,42,895958.917818,2674539.988982,0.835794
477,downside,42,630063.733457,1331635.017458,0.416136
478,downside,42,825713.986206,2319767.607102,0.724927
479,downside,42,829846.401086,2340638.389324,0.731449
480,downside,42,768989.209698,2033278.836860,0.635400
481,downside,42,639670.061934,1380151.827950,0.431297
482,downside,42,889084.252810,2639819.458638,0.824944
483,downside,42,652892.111367,1446929.855388,0.452166
484,downside,42,710841.337875,1739602.716541,0.543626
485,downside,42,783990.819385,2109044.542346,0.659076
486,downside,42,888410.380347,2636416.062361,0.823880
487,downside,42,653622.058150,1450616.455302,0.453318
488,downside,42,823648.629698,2309336.513626,0.721668
489,downside,42,823667.740196,2309433.031292,0.721698
490,downside,42,783814.964220,2108156.384948,0.658799
491,downside,42,816154.870652,2271489.245717,0.709840
492,downside,42,711748.397303,1744183.824762,0.545057
493,downside,42,707395.493660,1722199.462928,0.538187
494,downside,42,883927.151627,2613773.493065,0.816804
495,downside,42,841594.272333,2399971.072391,0.749991
496,downside,42,952299.773157,2959089.763421,0.924716
497,downside,42,629071.001401,1326621.219198,0.414569
498,downside,42,904518.886785,2717772.155479,0.849304
499,downside,42,831186.172726,2347404.912755,0.733564
500,downside,42,774660.154499,2061919.972218,0.644350
501,downside,42,780556.069441,2091697.320407,0.653655
502,downside,42,794508.233380,2162162.794848,0.675676
503,downside,42,760723.166643,1991531.144663,0.622353
504,downside,42,758575.325865,1980683.463966,0.618964
505,downside,42,938379.903003,2888787.388906,0.902746
506,downside,42,891688.089095,2652970.146946,0.829053
507,downside,42,900395.856262,2696948.769000,0.842796
508,downside,42,858102.194234,2483344.415325,0.776045
509,downside,42,914675.304010,2769067.191972,0.865333
510,downside,42,887803.927437,2633353.168875,0.822923
511,downside,42,850848.028145,2446707.212855,0.764596
512,downside,42,639244.951030,1378004.803182,0.430627
513,downside,42,749320.337568,1933941.098828,0.604357
514,downside,42,764763.874169,2011938.758431,0.628731
515,downside,42,895754.330377,2673506.719075,0.835471
516,downside,42,841461.001103,2399297.985371,0.749781
517,downside,42,954877.212671,2972107.134701,0.928783
518,downside,42,753399.474227,1954542.799127,0.610795
519,downside,42,876669.342993,2577117.893904,0.805349
520,downside,42,892617.267558,2657662.967463,0.830520
521,downside,42,778316.513423,2080386.431428,0.650121
522,downside,42,822908.709782,2305599.544352,0.720500
523,downside,42,894840.041922,2668889.100614,0.834028
524,downside,42,720438.121966,1788071.323062,0.558772
525,downside,42,901878.936499,2704439.073230,0.845137
526,downside,42,759746.519078,1986598.581200,0.620812
527,downside,42,832542.924364,2354257.193757,0.735705
528,downside,42,805565.275956,2218006.444224,0.693127
529,downside,42,524459.706427,798281.345590,0.249463
530,downside,42,716158.143441,1766455.269906,0.552017
531,downside,42,813442.960462,2257792.729607,0.705560
532,downside,42,703081.937651,1700413.826521,0.531379
533,downside,42,903047.018954,2710338.479566,0.846981
534,downside,42,836411.242882,2373794.155970,0.741811
535,downside,42,843568.113992,2409939.969659,0.753106
536,downside,42,758858.606626,1982114.174879,0.619411
537,downside,42,770304.970291,2039924.092380,0.637476
538,downside,42,836389.110849,2373682.378027,0.741776
539,downside,42,651596.093307,1440384.309630,0.450120
540,downside,42,934559.593249,2869492.895196,0.896717
