run_index,scenario,seed,simulated_ebitda,simulated_contract_revenue,retained_pct_of_base_contract
420,base,42,917969.988330,2731257.076173,0.853518
421,base,42,948519.575776,2905826.147292,0.908071
422,base,42,891902.836295,2582301.921689,0.806969
423,base,42,952945.826693,2931119.009673,0.915975
424,base,42,996720.335018,3181259.057247,0.994143
425,base,42,892657.438009,2586613.931480,0.808317
426,base,42,888971.756751,2565552.895719,0.801735
427,base,42,872370.514134,2470688.652194,0.772090
428,base,42,980742.623243,3089957.847105,0.965612
429,base,42,891247.969950,2578559.828288,0.805800
430,base,42,775730.773031,1918461.560179,0.599519
431,base,42,725139.005016,1629365.742947,0.509177
432,base,42,858895.530440,2393688.745373,0.748028
433,base,42,953917.375258,2936670.715763,0.917710
434,base,42,862583.933019,2414765.331540,0.754614
435,base,42,961262.099987,2978640.571356,0.930825
436,base,42,906045.303992,2663116.022809,0.832224
437,base,42,803220.766795,2075547.238831,0.648609
438,base,42,945108.445618,2886333.974958,0.901979
439,base,42,922594.181673,2757681.038129,0.861775
440,base,42,821434.970166,2179628.400949,0.681134
441,base,42,900520.922428,2631548.128158,0.822359
442,base,42,866294.707835,2435969.759054,0.761241
443,base,42,934606.341512,2826321.951498,0.883226
444,base,42,727755.547696,1644317.415403,0.513849
445,base,42,909627.373557,2683584.991757,0.838620
446,base,42,866193.377456,2435390.728320,0.761060
447,base,42,859456.500336,2396894.287636,0.749029
448,base,42,873674.249829,2478138.570449,0.774418
449,base,42,858517.105729,2391526.318449,0.747352
450,base,42,862317.058939,2413240.336796,0.754138
451,base,42,995983.551946,3177048.868261,0.992828
452,base,42,896450.873671,2608290.706691,0.815091
453,base,42,955034.699795,2943055.427402,0.919705
454,base,42,980503.686524,3088592.494422,0.965185
455,base,42,964159.456354,2995196.893450,0.935999
456,base,42,914264.328934,2710081.879624,0.846901
457,base,42,859387.448410,2396499.705202,0.748906
458,base,42,956274.394040,2950139.394515,0.921919
459,base,42,952464.431197,2928368.178270,0.915115
460,base,42,948235.846826,2904204.839008,0.907564
461,base,42,994096.587574,3166266.214708,0.989458
462,base,42,947956.267049,2902607.240280,0.907065
463,base,42,903989.459935,2651368.342487,0.828553
464,base,42,849243.899526,2338536.568719,0.730793
465,base,42,943201.628932,2875437.879613,0.898574
466,base,42,855923.798795,2376707.421684,0.742721
467,base,42,890027.640180,2571586.515315,0.803621
468,base,42,893560.070675,2591771.832431,0.809929
469,base,42,910608.651707,2689192.295467,0.840373
470,base,42,996314.504791,3178940.027375,0.993419
471,base,42,990964.169096,3148366.680549,0.983865
472,base,42,986654.724401,3123741.282293,0.976169
473,base,42,894272.787034,2595844.497335,0.811201
474,base,42,807804.497917,2101739.988098,0.656794
475,base,42,947716.816514,2901238.951506,0.906637
476,base,42,989049.011826,3137422.924720,0.980445
477,base,42,856030.118994,2377314.965679,0.742911
478,base,42,913344.121110,2704823.549197,0.845257
479,base,42,996663.136060,3180932.206058,0.994041
480,base,42,918205.155404,2732600.888021,0.853938
481,base,42,948153.011122,2903731.492128,0.907416
482,base,42,980941.396804,3091093.696022,0.965967
483,base,42,969732.655561,3027043.746063,0.945951
484,base,42,980365.724061,3087804.137494,0.964939
485,base,42,995929.829860,3176741.884912,0.992732
486,base,42,998550.347545,3191716.271684,0.997411
487,base,42,888114.833155,2560656.189457,0.800205
488,base,42,895426.940747,2602439.661413,0.813262
489,base,42,913899.981493,2707999.894245,0.846250
490,base,42,991795.831815,3153119.038941,0.985350
491,base,42,887830.124450,2559029.282571,0.799697
492,base,42,991446.816858,3151124.667757,0.984726
493,base,42,993489.807943,3162798.902534,0.988375
494,base,42,995102.237628,3172012.786443,0.991254
495,base,42,894139.212331,2595081.213318,0.810963
496,base,42,976257.160266,3064326.630094,0.957602
497,base,42,945592.074732,2889097.569898,0.902843
498,base,42,903172.492026,2646699.954433,0.827094
499,base,42,987622.588330,3129271.933316,0.977897
500,base,42,850385.984783,2345062.770188,0.732832
501,base,42,766401.034845,1865148.770543,0.582859
502,base,42,984266.583964,3110094.765507,0.971905
503,base,42,939380.451248,2853602.578562,0.891751
504,base,42,855072.798528,2371844.563019,0.741201
505,base,42,803328.703773,2076164.021558,0.648801
506,base,42,887277.407395,2555870.899397,0.798710
507,base,42,870222.817742,2458416.101384,0.768255
508,base,42,948507.680197,2905758.172557,0.908049
509,base,42,852570.470302,2357545.544583,0.736733
510,base,42,981740.174417,3095658.139527,0.967393
511,base,42,896861.857828,2610639.187588,0.815825
512,base,42,862005.166383,2411458.093620,0.753581
513,base,42,981706.295717,3095464.546955,0.967333
514,base,42,948984.445576,2908482.546146,0.908901
515,base,42,880046.744638,2514552.826503,0.785798
516,base,42,975583.569276,3060477.538721,0.956399
517,base,42,886675.595173,2552431.972416,0.797635
518,base,42,765674.738367,1860998.504954,0.581562
519,base,42,868825.256919,2450430.039535,0.765759
520,base,42,913064.928005,2703228.160029,0.844759
521,base,42,966132.211975,3006469.782716,0.939522
522,base,42,976144.039665,3063680.226658,0.957400
523,base,42,950578.438970,2917591.079829,0.911747
524,base,42,978826.211482,3079006.922752,0.962190
525,base,42,910390.581162,2687946.178069,0.839983
526,base,42,938199.549555,2846854.568886,0.889642
527,base,42,985390.310124,3116516.057853,0.973911
528,base,42,828360.768472,2219204.391271,0.693501
529,base,42,898120.936127,2617833.920723,0.818073
530,base,42,855754.323047,2375738.988840,0.742418
531,base,42,864412.195730,2425212.547029,0.757879
532,base,42,987838.481573,3130505.608989,0.978283
533,base,42,933722.560926,2821271.776719,0.881647
534,base,42,944891.720606,2885095.546319,0.901592
535,base,42,891541.780054,2580238.743164,0.806325
536,base,42,901952.876416,2639730.722377,0.824916
537,base,42,891558.409290,2580333.767374,0.806354
538,base,42,896327.453260,2607585.447200,0.814870
539,base,42,862697.992727,2415417.101296,0.754818
540,base,42,855424.296478,2373853.122731,0.741829
541,base,42,888179.180414,2561023.888082,0.800320
542,base,42,900623.106160,2632132.035202,0.822541
543,base,42,983090.311663,3103373.209502,0.969804
544,base,42,826461.858701,2208353.478293,0.690110
545,base,42,946003.180005,2891446.742883,0.903577
546,base,42,946614.187757,2894938.215755,0.904668
547,base,42,800507.836817,2060044.781811,0.643764
548,base,42,905560.712178,2660346.926733,0.831358
549,base,42,908017.568525,2674386.105855,0.835746
550,base,42,821372.357644,2179270.615107,0.681022
551,base,42,950816.471601,2918951.266290,0.912172
552,base,42,947432.445653,2899613.975159,0.906129
553,base,42,992208.767157,3155478.669470,0.986087
554,base,42,860029.886565,2400170.780371,0.750053
555,base,42,824840.551304,2199088.864595,0.687215
556,base,42,949908.548859,2913763.136337,0.910551
557,base,42,801445.926460,2065405.294057,0.645439
558,base,42,826324.772787,2207570.130214,0.689866
559,base,42,859644.491209,2397968.521197,0.749365
560,base,42,892087.960738,2583359.775643,0.807300
561,base,42,941250.897533,2864290.843044,0.895091
562,base,42,860872.440346,2404985.373408,0.751558
563,base,42,895665.251575,2603801.437572,0.813688
564,base,42,860974.242850,2405567.101998,0.751740
565,base,42,845425.324446,2316716.139693,0.723974
566,base,42,853852.830540,2364873.317372,0.739023
567,base,42,888484.983341,2562771.333379,0.800866
568,base,42,905498.908716,2659993.764094,0.831248
569,base,42,960308.509258,2973191.481476,0.929122
570,base,42,857500.754967,2385718.599814,0.745537
571,base,42,913499.471279,2705711.264451,0.845535
572,base,42,801652.245691,2066584.261094,0.645808
573,base,42,864200.350225,2424002.001288,0.757501
574,base,42,960607.057852,2974897.473438,0.929655
